epoch,train_loss,train_acc,val_loss,val_acc
1.0,4.90339282663857,0.09906396255850235,22.997361135482787,0.1328125
2.0,3.18568519848149,0.07956318252730109,7.793038988113404,0.09375
3.0,2.544582791444732,0.10374414976599064,2.4670239329338073,0.115625
4.0,2.4594003049338737,0.1310452418096724,2.403968942165375,0.146875
5.0,2.386400751951264,0.1669266770670827,2.3491752982139587,0.1875
6.0,2.349685715466011,0.19422776911076442,2.372035527229309,0.19375
7.0,2.3423076664529194,0.17628705148205928,2.4016716480255127,0.1734375
8.0,2.382034592512177,0.15912636505460218,2.3310592651367186,0.1234375
9.0,2.317594702650861,0.16458658346333854,2.293640434741974,0.178125
10.0,2.3079710704524343,0.18330733229329174,2.2403875589370728,0.2171875
