epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.7060351778821246,0.16302652106084242,5.344964182376861,0.1890625
2.0,2.2989129613085493,0.24336973478939158,2.355101835727692,0.26875
3.0,2.18123922115419,0.26833073322932915,3.0672739148139954,0.2234375
4.0,2.197517415372337,0.2542901716068643,2.2540211498737337,0.2671875
5.0,1.9661428172413895,0.3073322932917317,2.3780917048454286,0.2375
6.0,1.950426244154209,0.3244929797191888,2.2013821721076967,0.2734375
7.0,1.9402490069226521,0.3221528861154446,2.4928346395492555,0.2546875
8.0,1.8427701054549799,0.39001560062402496,2.563313829898834,0.2671875
9.0,1.9135302625051358,0.34321372854914195,2.003266727924347,0.3140625
10.0,1.8002731073193434,0.38923556942277693,2.2660490214824676,0.2734375
11.0,1.8458326415317814,0.374414976599064,5.338927805423737,0.190625
12.0,1.8167301852528641,0.3736349453978159,2.321831560134888,0.33125
13.0,1.8532457904117863,0.38143525741029644,2.0694660365581514,0.2921875
14.0,1.7535538644325444,0.3861154446177847,2.055622124671936,0.3390625
15.0,1.635543160322236,0.4625585023400936,2.2982431054115295,0.30625
16.0,1.6781824216610048,0.4157566302652106,2.0550326824188234,0.3390625
17.0,1.620773873678068,0.4453978159126365,2.235179251432419,0.303125
18.0,1.4918424821481473,0.4859594383775351,1.9536936342716218,0.3671875
19.0,1.4430016395522327,0.5085803432137286,1.9880355775356293,0.3421875
20.0,1.502318229617142,0.4914196567862715,3.019495129585266,0.35
