epoch,train_loss,train_acc,val_loss,val_acc
1.0,3.0612555306132245,0.12177985948477751,11.35040112733841,0.1921875
2.0,2.506310375725351,0.16237314597970337,2.3350835919380186,0.190625
3.0,2.237664321573769,0.20921155347384857,2.1911466658115386,0.2296875
4.0,2.3016798932377887,0.19984387197501952,3.0070763349533083,0.2015625
5.0,2.2343406590019783,0.2419984387197502,2.5300675511360167,0.221875
6.0,2.187913755091225,0.21779859484777517,2.427082097530365,0.2546875
7.0,2.130916801894583,0.2576112412177986,2.6842132210731506,0.2453125
8.0,2.198424632956342,0.2544886807181889,2.417076289653778,0.203125
9.0,2.1852621974014657,0.25214676034348166,2.230556219816208,0.25
10.0,2.1797237686994597,0.2498048399687744,2.3293898820877077,0.303125
11.0,2.132324125708603,0.26697892271662765,2.212401568889618,0.2515625
12.0,2.089862029726912,0.29195940671350507,2.1186872363090514,0.278125
13.0,2.032671248040548,0.3013270882123341,2.182557260990143,0.2765625
14.0,1.9629916359738606,0.3317720530835285,2.0208859384059905,0.3375
15.0,1.9161320081571254,0.3583138173302108,2.4266878366470337,0.2765625
16.0,2.151028101037188,0.2903981264637002,2.464981120824814,0.2140625
17.0,2.4578285304511467,0.18266978922716628,17.42481436729431,0.09375
18.0,2.4213326326230677,0.15300546448087432,2.3910550594329836,0.190625
19.0,2.1769953907989876,0.22794691647150664,2.1812554478645323,0.25625
20.0,2.06377896448461,0.27010148321623734,2.061532896757126,0.2671875
