epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.6293288556540886,0.17408274785323966,3.0697439193725584,0.24375
2.0,2.196893017466475,0.2607338017174083,2.9107916831970213,0.24375
3.0,2.0561427459484194,0.3083528493364559,2.8518552422523498,0.2609375
4.0,1.9913357176431796,0.3286494925839188,2.565874123573303,0.2828125
5.0,1.9575541688174736,0.33021077283372363,2.0700688540935515,0.2921875
6.0,1.8548602330975417,0.3544106167056987,2.1444971203804015,0.3171875
7.0,1.7207895226594878,0.4137392661982826,2.0195020973682403,0.3390625
8.0,1.749332236080635,0.4309133489461358,2.54082128405571,0.290625
9.0,1.640980979291404,0.43169398907103823,2.066618573665619,0.3421875
10.0,1.5582423588124716,0.4652615144418423,2.0427143394947054,0.3578125
