epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.0,2.325595265343076,0.1865729898516784,2.3380281166596846,0.15912636505460218
3.0,2.1434502942221507,0.23341139734582358,2.1392816196788442,0.20124804992199688
4.0,2.0595482758113315,0.28805620608899296,2.0018334605477075,0.26053042121684866
5.0,1.966736464273362,0.31772053083528495,2.075811364433982,0.29017160686427457
6.0,1.8665400232587541,0.3294301327088212,1.9585325934670188,0.31045241809672386
7.0,1.7618170295442854,0.3942232630757221,2.1364194371483545,0.2589703588143526
8.0,1.7390590395246233,0.4012490241998439,1.8676327737894924,0.3338533541341654
9.0,1.692685598418826,0.4215456674473068,2.0835444656285373,0.3073322932917317
10.0,1.6797737280527751,0.419984387197502,2.0473396994850854,0.32293291731669266
11.0,1.5591909147444225,0.46994535519125685,1.9287952293049206,0.33853354134165364
12.0,1.3714134863444738,0.5331772053083529,1.939863768490878,0.34321372854914195
13.0,1.3346664224352156,0.5620608899297423,2.5711587125604805,0.31981279251170047
14.0,1.3174252226239158,0.5644028103044496,2.9462731101296167,0.30577223088923555
15.0,1.2243174541564215,0.5940671350507416,2.372767372564836,0.33541341653666146
16.0,1.1504448822566442,0.615144418423107,2.1380554058335046,0.33073322932917315
17.0,0.9688201206071037,0.7049180327868853,2.1517392938787285,0.3494539781591264
18.0,0.8430343468983968,0.7330210772833724,2.95210244438865,0.33229329173166927
19.0,0.8650281954379309,0.7431693989071039,2.762733676216819,0.35101404056162244
20.0,0.6633643862747011,0.8181108508977362,2.251570224761963,0.3790951638065523
