epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.4844574753831075,0.13505074160811867,2.836995983123779,0.109375
2.0,2.297886377427636,0.20608899297423888,2.330375462770462,0.1984375
3.0,2.095347645806103,0.27712724434035907,2.3886101722717283,0.203125
4.0,1.9982749340010852,0.3005464480874317,2.15870486497879,0.296875
5.0,1.9115881454653856,0.3442622950819672,2.2856647849082945,0.28125
6.0,1.846058604193897,0.3590944574551132,2.530635726451874,0.2765625
7.0,1.8379975906232509,0.3598750975800156,2.185736393928528,0.2671875
8.0,1.772135342039713,0.3950039032006245,2.338271313905716,0.284375
9.0,1.6822763448808251,0.42544886807181886,2.2178589165210725,0.3375
10.0,1.5884946555626103,0.44808743169398907,2.49760839343071,0.2984375
11.0,1.4986802921062563,0.4715066354410617,2.103509175777435,0.3546875
12.0,1.4242614405911143,0.5347384855581577,2.119413101673126,0.3609375
13.0,1.4224766841748866,0.5214676034348166,2.298149138689041,0.3375
14.0,1.3434894608288277,0.5409836065573771,2.609137886762619,0.296875
15.0,1.1742419018978025,0.6010928961748634,2.235723394155502,0.3421875
16.0,1.0835844191109263,0.6323185011709602,2.3607016444206237,0.321875
17.0,0.9712534982983659,0.6893052302888368,2.6596990883350373,0.3453125
18.0,0.8931617118963381,0.7291178766588603,2.5499645829200746,0.3546875
19.0,0.7558025383367771,0.7533177205308352,3.732710897922516,0.3171875
20.0,0.6325608310176105,0.8009367681498829,2.9056140899658205,0.3265625
