epoch,train_loss,train_acc,val_loss,val_acc
1.0,4.309128165245056,0.09765625,284.0085476962003,0.0998439937597504
2.0,2.7871737599372866,0.10546875,30.495751814408735,0.0967238689547582
3.0,2.439796304702759,0.128125,3.39203498580239,0.1482059282371295
4.0,2.325577509403229,0.1609375,2.3598449013449927,0.14040561622464898
5.0,2.2466254591941834,0.21015625,2.281688169999556,0.17004680187207488
6.0,2.155421644449234,0.22890625,2.146895993839611,0.23088923556942278
7.0,2.153535336256027,0.24140625,2.1897656484083696,0.21528861154446177
8.0,2.0906584441661833,0.24765625,2.135148752819408,0.25585023400936036
9.0,2.097564160823822,0.2515625,2.1374034014615146,0.2589703588143526
10.0,2.0390581846237184,0.27265625,2.01355242729187,0.27613104524180965
