epoch,train_loss,train_acc,val_loss,val_acc
1.0,2.860913062095642,0.1609375,2.9743304035880347,0.11544461778471139
2.0,2.182945412397385,0.2265625,3.5923616235906426,0.21372854914196568
3.0,2.0926901757717133,0.26171875,2.079089045524597,0.29017160686427457
4.0,2.0049206495285032,0.32421875,4.324467528950084,0.21996879875195008
5.0,1.961528193950653,0.3203125,2.204403270374645,0.2745709828393136
6.0,2.0343429028987883,0.321875,57.554473009976476,0.15288611544461778
7.0,2.022977614402771,0.31875,2.5237890698693017,0.3244929797191888
8.0,1.8715404570102692,0.3671875,1.9974910887804898,0.2870514820592824
9.0,1.8385225474834441,0.37734375,2.110204664143649,0.36349453978159124
10.0,1.767570859193802,0.39140625,1.9234129082072864,0.32605304212168484
11.0,1.7623186588287354,0.41640625,2.9207824685356836,0.36037441497659906
12.0,1.681059330701828,0.41640625,1.7070923393422908,0.38533541341653665
13.0,1.5861013412475586,0.45625,1.9125645269047131,0.37597503900156004
14.0,1.545836126804352,0.46953125,1.9924189827658914,0.3088923556942278
15.0,1.5594221830368042,0.46640625,2.1815066879445855,0.3494539781591264
16.0,1.4463692545890807,0.51796875,2.196042537689209,0.31981279251170047
17.0,1.3788780748844147,0.52265625,2.2540786537257107,0.33853354134165364
18.0,1.3404637157917023,0.5578125,1.880963991988789,0.37597503900156004
19.0,1.3339097142219543,0.52421875,2.1644607457247647,0.3868954758190328
20.0,1.236267727613449,0.56328125,2.5568204901435156,0.3416536661466459
