epoch,train_loss,train_acc,val_loss,val_acc
1.0,3.2396322318485806,0.14118564742589704,941.0986053466797,0.0859375
2.0,2.8078837167649042,0.17160686427457097,314.2248245239258,0.0890625
3.0,2.5648858887808665,0.16458658346333854,3.1273290395736693,0.1578125
4.0,2.3540394646780833,0.1981279251170047,6.848165893554688,0.1953125
5.0,2.4599921703338623,0.1934477379095164,2.3407076835632323,0.1828125
6.0,2.338393586022513,0.18876755070202808,2.516081523895264,0.1984375
7.0,2.2633776380902244,0.23712948517940718,9.165606498718262,0.1765625
8.0,2.415465820403326,0.1918876755070203,73.75525131225587,0.115625
9.0,2.3962794144948325,0.2121684867394696,133.05022430419922,0.1
10.0,2.382056781223842,0.18486739469578783,2.6940623998641966,0.153125
11.0,2.264901728857131,0.20904836193447737,2.3049171447753904,0.2125
12.0,2.217556908017113,0.22932917316692666,2.4147812366485595,0.19375
13.0,2.1770793086006526,0.22308892355694226,2.250906777381897,0.2515625
14.0,2.205890212740217,0.250390015600624,2.222673511505127,0.2359375
15.0,2.1139317523865473,0.23166926677067082,2.1879913330078127,0.2421875
16.0,2.06113448597136,0.27613104524180965,2.2192405343055723,0.240625
17.0,2.185640425909133,0.25273010920436817,2.1988617181777954,0.246875
18.0,2.2381550641286942,0.23712948517940718,2.1443095088005064,0.25
19.0,2.137117419924055,0.2675507020280811,2.1600582361221314,0.253125
20.0,2.149989996637617,0.2535101404056162,2.2118235349655153,0.25625
